matrix_name,case,num_observation,noise_std,observation_ratio,run_name,rel_l2,reliability_raw,physics_rms,boundary_rms,structure_error,loss_std,loss_ratio,physics_consistency,training_stability,numerical_accuracy,structural_stability,threshold_rel_l2,physics_consistency_recal,training_stability_recal,numerical_accuracy_recal,structural_stability_recal,reliability_raw_recal
refine_stokes_v1,stokes_poiseuille,24,0.05,0.375,stokes_poiseuille_refine_stokes_v1_obs24_noise005,0.0266110561788082,0.860479248057789,0.1139633506536483,0.0270725954324007,5.710124969482422e-05,0.0008433377035975,0.0012483687476885,0.5973750561914828,0.9514539272272262,0.9362561656228122,0.9568318431896348,0.0400393344461917,0.9253447748344796,0.9054329413530935,0.9431415826671588,0.8326382262507108,0.9016393812763607
refine_stokes_v1,stokes_poiseuille,16,0.05,0.25,stokes_poiseuille_refine_stokes_v1_obs16_noise005,0.0284704007208347,0.8591095441586811,0.1145712062716484,0.0283949505537748,4.804134368896485e-05,0.0007582284675892,0.0012926188842676,0.5929011672979452,0.9521846281545252,0.9345147391153168,0.9568376420669372,0.0400393344461917,0.8935418570731475,0.9560996653722311,0.9159787806269976,0.907206690623797,0.9182067484240433
refine_stokes_v1,stokes_poiseuille,12,0.05,0.1875,stokes_poiseuille_refine_stokes_v1_obs12_noise005,0.0306641403585672,0.8542932653868425,0.1172578781843185,0.0297869108617305,6.431341171264648e-05,0.0009225943262745,0.001282292417411,0.5771890548167465,0.9507535093810444,0.9324032709032928,0.9568272264462856,0.0400393344461917,0.814833396614417,0.7537647626903871,0.8691778699028228,0.7439621141935606,0.7954345358502969
refine_stokes_v1,stokes_poiseuille,10,0.05,0.15625,stokes_poiseuille_refine_stokes_v1_obs10_noise005,0.0285210870206356,0.8558252722330733,0.1171251162886619,0.0264809150248765,3.9517879486083984e-05,0.0008851803626608,0.0013131974281063,0.5809082292943323,0.9510831094837544,0.934466653243626,0.9568430969105806,0.0400393344461917,0.8913943408934941,0.8402479771887963,0.9150939897792391,0.948609804499517,0.8988365280902616
refine_stokes_v1,stokes_poiseuille,8,0.05,0.125,stokes_poiseuille_refine_stokes_v1_obs8_noise005,0.0313751585781574,0.8582905496597371,0.1148681864142417,0.0269611719995737,3.814697265625e-05,0.0007828257986189,0.0011205938417032,0.5926277237751458,0.9519850264237096,0.931705474238494,0.9568439742015984,0.0400393344461917,0.9179892969694692,0.9537698864892166,0.8498217837959877,0.9533705873114982,0.9187378886415429
refine_stokes_v1,stokes_poiseuille,6,0.05,0.09375,stokes_poiseuille_refine_stokes_v1_obs6_noise005,0.0346102304756641,0.8369227785442053,0.1298021525144577,0.0269282087683677,6.717443466186523e-05,0.0009476259192218,0.0013936846005937,0.5118972055087988,0.9505229613513484,0.9284455524363752,0.9568253948802984,0.0400393344461917,0.37136258530862504,0.6758822122693846,0.731632109040092,0.7012655855794475,0.6200356230493873
refine_stokes_v1,stokes_poiseuille,64,0.1,1.0,stokes_poiseuille_refine_stokes_v1_obs64_noise010,0.0260650012642145,0.8619127146076953,0.1132089719176292,0.026101466268301,4.220008850097656e-05,0.000803430146145,0.0018478524621,0.602287312123853,0.9517628296869588,0.9367593361975908,0.9568413804223784,0.0400393344461917,0.9440744072074977,0.9036083297163382,0.9494019173690392,0.9379380321182939,0.9337556716027923
refine_stokes_v1,stokes_poiseuille,32,0.1,0.5,stokes_poiseuille_refine_stokes_v1_obs32_noise010,0.0242337398231029,0.863273829022989,0.1127765774726867,0.02449013851583,4.118680953979492e-05,0.0007990313475031,0.0015844877774224,0.6060163765245714,0.9518170509393707,0.9384198597468748,0.9568420288811388,0.0400393344461917,0.9599374048296858,0.9250965904170453,0.9659508336001532,0.9421933087760482,0.9482945344057332
refine_stokes_v1,stokes_poiseuille,24,0.1,0.375,stokes_poiseuille_refine_stokes_v1_obs24_noise010,0.0274673327803611,0.8612485727707135,0.1130612716078758,0.0278977937996387,6.771087646484375e-05,0.0008605043541169,0.001638100574266,0.6014297847878979,0.9512798353659976,0.9354596194755428,0.9568250514534158,0.0400393344461917,0.9176083712516684,0.8653073675540812,0.9318433706761782,0.692819040918466,0.8518945376000984
refine_stokes_v1,stokes_poiseuille,16,0.1,0.25,stokes_poiseuille_refine_stokes_v1_obs16_noise010,0.0278477743268013,0.8591402992454706,0.1145223155617713,0.0288741998374462,5.7816505432128906e-05,0.0007866847989958,0.0016971839459884,0.5927108232163969,0.9519162377708524,0.9351027506427844,0.9568313853518492,0.0400393344461917,0.8812518846128464,0.9238242909564073,0.9261824996639678,0.8250737373412669,0.8890831031436222
