matrix_name,case,num_observation,noise_std,seed,observation_ratio,run_name,rel_l2,reliability_raw,physics_rms,boundary_rms,structure_error,loss_std,loss_ratio
coarse_v2,stokes_poiseuille,32,0.2,42,0.125,stokes_poiseuille_coarse_v2_obs32_noise200_seed42,0.015785498544573784,0.9325594758189255,0.05024338513612747,0.013201759196817875,2.181529998779297e-05,5.0533508452795396e-05,0.0021845965673641444
coarse_v2,stokes_poiseuille,16,0.2,42,0.0625,stokes_poiseuille_coarse_v2_obs16_noise200_seed42,0.023955974727869034,0.9250283045033112,0.055336352437734604,0.022985419258475304,0.00012093782424926758,8.682070250750804e-05,0.0021722887987436004
coarse_v2,stokes_poiseuille,8,0.2,42,0.03125,stokes_poiseuille_coarse_v2_obs8_noise200_seed42,0.0485173761844635,0.9022290096918447,0.07152155786752701,0.03500765562057495,1.424551010131836e-05,7.950475296025105e-05,0.002874715063926372
coarse_v2,fisher_kpp,256,0.0,42,1.0,fisher_kpp_coarse_v2_obs256_noise000_seed42,0.012573844753205776,0.9484933901959507,0.018688656389713287,0.00491257244721055,0.00016194581985473633,8.900052491810014e-06,9.084714585268799e-05
coarse_v2,fisher_kpp,128,0.0,42,0.5,fisher_kpp_coarse_v2_obs128_noise000_seed42,0.01280586514621973,0.9485019944463793,0.01853724755346775,0.004847188945859671,0.00017499923706054688,9.134473741264256e-06,8.930144643098154e-05
coarse_v2,fisher_kpp,64,0.0,42,0.25,fisher_kpp_coarse_v2_obs64_noise000_seed42,0.0116400346159935,0.9492178978482291,0.017340566962957382,0.004060045816004276,0.00015664100646972656,4.1352025035246904e-06,7.045993925533461e-05
coarse_v2,fisher_kpp,32,0.0,42,0.125,fisher_kpp_coarse_v2_obs32_noise000_seed42,0.01232586707919836,0.9486906167897743,0.018575498834252357,0.004326886963099241,0.00014132261276245117,7.5643624045013016e-06,8.438323007142405e-05
coarse_v2,fisher_kpp,16,0.0,42,0.0625,fisher_kpp_coarse_v2_obs16_noise000_seed42,0.011915693059563637,0.9478072920143625,0.021271228790283203,0.005238549318164587,0.00015026330947875977,5.029878040746714e-06,0.00011216740959682792
coarse_v2,fisher_kpp,8,0.0,42,0.03125,fisher_kpp_coarse_v2_obs8_noise000_seed42,0.016161803156137466,0.9475320541816622,0.01892378367483616,0.005915198475122452,0.0001633167266845703,6.511224617345433e-06,0.0001205162245777427
coarse_v2,fisher_kpp,256,0.05,42,1.0,fisher_kpp_coarse_v2_obs256_noise050_seed42,0.012246117927134037,0.9486902512401479,0.017741279676556587,0.005558249540627003,0.00014698505401611328,9.765259529164427e-06,0.00043238339229257147
